Outcome_M1,Outcome_M2,Outcome_M3,Outcome_M4,Outcome_M5,Outcome_M6,Outcome_M7,Outcome_M8,Outcome_M9,Outcome_M10,Outcome_M11,Outcome_M12,Cat_1,Date_1,Quan_1,Quan_2,Quan_3,Quan_4,Date_2,Quan_5,Quan_6,Quan_7,Quan_8,Quan_9,Quan_10,Quan_11,Quan_12,Quan_13,Quan_14,Cat_2,Cat_3,Cat_4,Cat_5,Cat_6,Cat_10,Cat_11,Cat_13,Cat_15,Quan_15,Cat_17,Cat_23,Quan_16,Quan_17,Quan_18,Cat_111,Cat_114,Cat_115,Cat_121,Cat_122,Cat_147,Cat_168,Cat_171,Cat_209,Cat_214,Cat_215,Cat_222,Cat_223,Cat_225,Cat_233,Cat_235,Cat_237,Cat_240,Cat_249,Cat_258,Cat_259,Cat_260,Cat_262,Cat_300,Cat_302,Cat_311,Cat_326,Cat_336,Cat_343,Cat_356,Cat_370,Cat_373,Cat_374,Quan_19,Quan_20,Quan_21,Cat_397,Cat_400,Cat_403,Cat_419,Cat_425,Cat_426,Cat_442,Cat_443,Cat_445,Cat_448,Cat_455,Cat_457,Quant_22,Cat_458,Quant_23,Quant_24,Cat_460,Quant_25,Cat_462,Cat_465,Cat_467,Cat_470,Cat_481,Cat_483,Cat_489,Cat_491,Cat_492,Cat_494,Cat_498,Quan_26,Quan_27,Quan_28,Quan_29,Quan_22,Cat_510,Cat_512
29000,19000.0,10000.0,6000.0,3000.0,3000.0,3000.0,5000.0,2000.0,500.0,500.0,500.0,1,1421,52200,7300.0,82.0,1566700.0,959.0,29.660649819494584,8.602888086642599,10.425992779783394,29.660649819494584,29.660649819494584,15.974729241877256,6.025270758122744,3.55956678700361,15.974729241877256,15.974729241877256,0,0,0,0,0,0,1,1,0,4096.0,1,1,2.0,2.0,11.085714285714285,1,0,0,1,0,0,0,0,1,0,0,0,0,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,7.0,14.863636363636363,1.0,1,1,0,1,1,0,1,0,1,0,0,1,6.444444444444445,0,5.0,32.0,0,32.0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
5000,3000.0,3000.0,2000.0,500.0,500.0,500.0,500.0,500.0,500.0,500.0,500.0,1,2121,1139100,6400.0,73.0,398306.0,1659.0,29.660649819494584,8.602888086642599,10.425992779783394,29.660649819494584,29.660649819494584,15.974729241877256,6.025270758122744,3.55956678700361,15.974729241877256,15.974729241877256,0,0,0,0,0,0,0,1,1,230.0,0,1,9.446952595936795,3.2570754716981134,11.085714285714285,1,1,1,1,0,0,0,1,0,0,1,0,1,0,1,1,1,1,0,1,1,1,0,0,1,0,1,0,1,0,0,1,1,1.0,14.863636363636363,1.0,1,1,0,1,1,0,1,1,1,0,0,0,6.444444444444445,0,5.0,6.0,0,55.49201277955272,0,1,0,0,0,0,0,0,1,1,1,0,0,0,0,0,0,0
5000,2000.0,2000.0,2000.0,500.0,500.0,500.0,500.0,500.0,500.0,500.0,500.0,1,2653,2425800,6800.0,95.0,38152.0,2435.0,29.660649819494584,8.602888086642599,10.425992779783394,29.660649819494584,29.660649819494584,15.974729241877256,6.025270758122744,3.55956678700361,15.974729241877256,15.974729241877256,0,0,0,0,0,0,0,0,1,256.0,1,1,9.446952595936795,3.2570754716981134,11.085714285714285,1,1,0,1,0,0,0,1,0,1,0,0,0,1,1,1,1,1,0,1,1,0,0,0,1,0,0,0,0,0,1,1,1,3.748663101604278,14.863636363636363,3.126126126126126,1,1,0,1,1,0,1,0,1,1,0,0,6.444444444444445,0,5.0,52.80523255813954,0,55.49201277955272,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
11000,3000.0,3000.0,3000.0,500.0,500.0,500.0,500.0,500.0,500.0,500.0,500.0,1,2170,1467500,6900.0,28.0,67486.0,2001.0,29.660649819494584,8.602888086642599,10.425992779783394,29.660649819494584,29.660649819494584,15.974729241877256,6.025270758122744,3.55956678700361,15.974729241877256,15.974729241877256,0,0,0,0,0,0,1,1,0,4096.0,1,1,2.0,4.0,11.085714285714285,1,0,0,1,0,0,0,0,1,0,0,0,0,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,3.0,14.863636363636363,3.126126126126126,0,1,1,1,1,0,1,0,0,1,0,1,6.444444444444445,0,5.0,329.0,0,329.0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
3000,8000.0,3000.0,3000.0,3000.0,2000.0,500.0,500.0,500.0,500.0,500.0,500.0,0,2877,1578000,7500.0,26.0,438942.60714285716,2703.0,6.0,4.0,3.0,6.0,6.0,1.0,0.0,0.0,1.0,1.0,0,0,0,0,0,0,1,1,0,3250585.0,0,1,4.0,2.0,11.085714285714285,1,0,0,1,0,0,0,0,1,0,0,0,0,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1.0,14.863636363636363,5.0,1,0,0,1,1,0,1,0,1,0,0,0,6.444444444444445,0,5.0,325.0,0,325.0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2000,2000.0,2000.0,500.0,500.0,2000.0,2000.0,500.0,500.0,500.0,500.0,500.0,0,2835,1463400,4300.0,38.0,367328.0,2687.0,29.660649819494584,8.602888086642599,10.425992779783394,29.660649819494584,29.660649819494584,15.974729241877256,6.025270758122744,3.55956678700361,15.974729241877256,15.974729241877256,0,0,0,0,0,0,1,1,0,7168.0,0,1,9.446952595936795,2.0,11.085714285714285,1,1,0,1,1,0,0,0,0,0,0,0,0,1,1,1,1,1,0,1,0,0,1,1,1,0,0,0,0,0,0,1,0,3.748663101604278,14.863636363636363,3.126126126126126,1,0,0,1,1,1,1,1,1,0,0,0,6.444444444444445,0,5.0,52.80523255813954,0,55.49201277955272,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2000,2000.0,500.0,2000.0,2000.0,2000.0,500.0,500.0,500.0,500.0,500.0,500.0,1,2456,1804500,6600.0,49.0,84124.0,2261.0,29.660649819494584,8.602888086642599,10.425992779783394,29.660649819494584,29.660649819494584,15.974729241877256,6.025270758122744,3.55956678700361,15.974729241877256,15.974729241877256,0,0,0,0,0,1,1,1,0,3072.0,1,1,10.0,4.0,10.0,1,0,0,0,0,0,0,1,0,1,0,1,1,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,3.748663101604278,14.863636363636363,3.126126126126126,1,0,0,1,0,0,0,0,1,0,0,0,7.0,0,7.0,52.80523255813954,0,55.49201277955272,1,1,0,0,1,0,0,1,0,0,0,0,0,0,0,0,1,0
2000,500.0,500.0,500.0,500.0,500.0,500.0,500.0,500.0,500.0,500.0,500.0,0,3241,2301100,5700.0,7.0,176797.0,3090.0,3.0,0.0,0.0,3.0,3.0,3.0,0.0,0.0,3.0,3.0,0,0,0,0,0,0,1,1,0,10240.0,0,1,9.446952595936795,4.0,11.085714285714285,1,1,0,1,1,0,0,1,0,0,0,0,0,0,1,1,1,1,0,1,0,0,1,0,1,0,0,0,0,0,0,1,0,3.748663101604278,14.863636363636363,3.126126126126126,1,1,0,1,1,1,1,1,1,0,0,0,6.444444444444445,0,5.0,13.0,0,13.0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2000,2000.0,500.0,500.0,2852.1320495185696,2018.4397163120568,1751.4409221902017,1492.721979621543,1411.373707533235,1320.8841463414635,1190.6976744186047,1071.9874804381848,1,3612,4934700,7100.0,73.0,438942.60714285716,2977.0,2.0,1.0,0.0,2.0,2.0,2.0,1.0,0.0,2.0,2.0,0,0,0,0,0,0,1,1,0,2048.0,1,1,2.0,2.0,11.085714285714285,1,1,0,1,0,0,1,1,1,0,0,0,0,0,0,0,1,1,0,1,0,0,0,0,1,0,0,0,0,1,1,1,1,3.748663101604278,14.863636363636363,3.126126126126126,1,1,0,1,1,0,1,1,1,0,0,0,6.444444444444445,0,5.0,33.0,0,33.0,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
8000,2000.0,2000.0,2000.0,500.0,2000.0,2000.0,500.0,500.0,1320.8841463414635,1190.6976744186047,1071.9874804381848,0,3451,2777700,7000.0,89.0,6532.0,2606.0,11.0,5.0,0.0,11.0,11.0,6.0,4.0,0.0,6.0,6.0,0,0,0,0,0,0,1,1,1,3539968.0,0,1,9.446952595936795,3.2570754716981134,11.085714285714285,1,0,0,1,0,0,1,1,1,1,0,1,1,1,1,1,1,1,0,0,0,0,1,1,1,1,1,0,1,0,1,1,0,3.748663101604278,14.863636363636363,1.0,1,1,0,1,1,0,0,1,1,0,0,0,6.444444444444445,0,5.0,52.80523255813954,0,55.49201277955272,0,1,0,0,1,0,0,1,0,0,0,0,0,0,0,0,1,0
5000,2000.0,500.0,500.0,500.0,500.0,500.0,500.0,500.0,500.0,500.0,500.0,1,1800,721200,3800.0,17.0,191088.0,1609.0,29.660649819494584,8.602888086642599,10.425992779783394,29.660649819494584,29.660649819494584,15.974729241877256,6.025270758122744,3.55956678700361,15.974729241877256,15.974729241877256,0,0,0,0,0,0,1,1,0,1024.0,1,1,9.446952595936795,3.2570754716981134,11.085714285714285,1,0,0,1,0,0,0,0,0,0,0,0,0,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,2.0,1.0,1.0,1,0,0,1,1,0,1,0,1,0,0,1,6.444444444444445,0,5.0,52.80523255813954,0,55.49201277955272,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
16000,6000.0,15000.0,6000.0,5000.0,5000.0,3000.0,2000.0,3000.0,2000.0,2000.0,500.0,1,1745,456200,8000.0,71.0,1164838.0,1584.0,29.660649819494584,8.602888086642599,10.425992779783394,29.660649819494584,29.660649819494584,15.974729241877256,6.025270758122744,3.55956678700361,15.974729241877256,15.974729241877256,0,0,0,0,0,0,1,1,0,448.0,1,1,4.0,4.0,11.085714285714285,1,0,0,1,0,0,0,0,0,1,0,0,0,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1.0,14.863636363636363,1.0,1,1,0,1,1,0,1,1,1,1,0,1,6.444444444444445,0,5.0,53.0,0,53.0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
21000,3000.0,3000.0,10000.0,2000.0,2000.0,2000.0,500.0,500.0,2000.0,500.0,2000.0,0,2808,1411600,8800.0,93.0,1834182.0,2493.0,29.660649819494584,8.602888086642599,10.425992779783394,29.660649819494584,29.660649819494584,15.974729241877256,6.025270758122744,3.55956678700361,15.974729241877256,15.974729241877256,0,0,0,0,0,0,1,1,0,1024.0,0,1,6.0,6.0,11.085714285714285,1,0,0,1,0,0,1,0,1,0,0,0,0,1,0,1,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,4.0,1.0,3.126126126126126,1,1,0,1,1,0,1,0,1,0,0,0,6.444444444444445,0,5.0,4.0,0,4.0,0,1,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0
8000,3000.0,3000.0,8000.0,3000.0,3000.0,2000.0,2000.0,2000.0,2000.0,500.0,500.0,0,2443,887900,8800.0,34.0,28203.0,2215.0,29.660649819494584,8.602888086642599,10.425992779783394,29.660649819494584,29.660649819494584,15.974729241877256,6.025270758122744,3.55956678700361,15.974729241877256,15.974729241877256,0,0,0,0,0,0,1,1,0,9216.0,0,1,12.0,4.0,7.0,1,0,0,1,0,0,0,0,1,0,0,0,0,1,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1.0,14.863636363636363,3.126126126126126,1,0,0,1,1,0,1,0,1,0,0,1,6.444444444444445,0,5.0,30.0,0,30.0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2000,500.0,500.0,500.0,500.0,500.0,500.0,500.0,500.0,500.0,500.0,500.0,1,2856,2657500,6300.0,11.0,74602.0,2674.0,29.660649819494584,8.602888086642599,10.425992779783394,29.660649819494584,29.660649819494584,15.974729241877256,6.025270758122744,3.55956678700361,15.974729241877256,15.974729241877256,0,0,0,0,0,0,1,1,0,184.0,0,1,9.446952595936795,3.2570754716981134,11.085714285714285,1,1,1,1,1,0,0,0,0,1,1,0,0,1,1,1,1,1,0,1,1,1,0,1,1,0,0,0,0,0,0,1,1,3.748663101604278,14.863636363636363,3.126126126126126,1,0,0,1,1,1,1,0,1,1,0,0,6.444444444444445,0,5.0,10.0,0,55.49201277955272,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2000,2000.0,2000.0,3000.0,500.0,500.0,500.0,500.0,500.0,500.0,500.0,500.0,0,3181,2175300,5800.0,59.0,438942.60714285716,2738.0,49.0,7.0,10.0,49.0,49.0,9.0,2.0,1.0,9.0,9.0,0,0,0,0,0,0,0,0,0,2048.0,0,0,9.446952595936795,4.0,11.085714285714285,1,0,0,0,0,0,0,1,0,0,0,0,0,1,1,1,1,0,0,0,0,0,1,1,0,0,0,0,0,0,0,1,0,3.748663101604278,14.863636363636363,3.126126126126126,1,0,0,1,0,0,1,1,1,0,0,0,6.444444444444445,0,5.0,52.80523255813954,0,55.49201277955272,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2000,500.0,500.0,500.0,500.0,500.0,500.0,500.0,500.0,500.0,500.0,500.0,1,2877,2789600,6300.0,5.0,22239.0,2600.0,4.0,1.0,1.0,4.0,4.0,3.0,1.0,0.0,3.0,3.0,0,0,0,0,0,0,1,1,0,1024.0,1,1,2.0,2.0,11.085714285714285,1,1,0,1,1,0,0,1,0,1,0,1,1,1,1,1,1,0,0,1,0,0,1,1,1,0,0,0,0,0,0,1,1,3.748663101604278,14.863636363636363,3.126126126126126,1,0,0,1,1,1,1,0,1,1,0,0,6.444444444444445,0,5.0,52.80523255813954,0,55.49201277955272,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
3000,2000.0,2000.0,2000.0,500.0,500.0,500.0,500.0,500.0,500.0,500.0,500.0,0,3248,2301100,5400.0,3.0,144712.0,3004.0,2.0,0.0,0.0,2.0,2.0,2.0,0.0,0.0,2.0,2.0,0,0,0,0,0,0,1,1,0,10240.0,0,1,9.446952595936795,2.0,11.085714285714285,1,0,0,0,0,0,1,0,1,0,0,0,0,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,3.748663101604278,14.863636363636363,3.126126126126126,1,0,0,1,0,0,0,0,1,0,0,0,6.444444444444445,0,5.0,52.80523255813954,0,55.49201277955272,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
15000,11000.0,19000.0,5000.0,5000.0,3000.0,2000.0,2000.0,2000.0,2000.0,500.0,500.0,1,2121,1139100,8000.0,77.0,385852.0,1900.0,29.660649819494584,8.602888086642599,10.425992779783394,29.660649819494584,29.660649819494584,15.974729241877256,6.025270758122744,3.55956678700361,15.974729241877256,15.974729241877256,0,0,0,0,0,0,1,1,0,1024.0,1,1,16.0,3.2570754716981134,11.085714285714285,1,0,0,1,0,0,0,1,1,0,1,1,1,1,1,1,1,1,0,0,0,0,0,1,1,0,0,0,0,0,1,1,1,3.748663101604278,14.863636363636363,3.126126126126126,1,1,0,1,1,0,1,0,1,0,0,0,6.444444444444445,0,5.0,26.0,0,26.0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2000,2000.0,3000.0,500.0,500.0,500.0,500.0,500.0,500.0,500.0,500.0,500.0,1,2100,1139100,6400.0,43.0,232964.0,1934.0,29.660649819494584,8.602888086642599,10.425992779783394,29.660649819494584,29.660649819494584,15.974729241877256,6.025270758122744,3.55956678700361,15.974729241877256,15.974729241877256,0,0,0,0,0,1,1,1,0,64.0,1,1,9.446952595936795,2.0,11.085714285714285,1,0,0,0,1,0,1,0,1,0,0,0,0,1,1,1,1,1,0,0,0,0,1,1,1,0,0,0,0,0,0,1,1,3.748663101604278,14.863636363636363,3.126126126126126,1,1,0,1,0,1,1,0,1,1,0,0,6.444444444444445,0,5.0,52.80523255813954,0,55.49201277955272,0,1,0,0,1,0,0,1,0,0,0,0,0,0,0,0,1,0
74000,23000.0,11000.0,6000.0,11000.0,26000.0,3000.0,2000.0,1411.373707533235,1320.8841463414635,1190.6976744186047,1071.9874804381848,1,3481,4525300,8300.0,37.0,171279.0,3348.0,131.0,28.0,79.0,131.0,131.0,103.0,22.0,73.0,103.0,103.0,0,0,0,0,0,1,1,1,0,7372.0,1,1,2.0,4.0,11.085714285714285,1,0,0,1,0,0,0,0,1,1,0,0,0,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1.0,14.863636363636363,3.126126126126126,1,1,0,1,1,0,1,0,1,1,0,1,6.444444444444445,0,5.0,52.80523255813954,0,55.49201277955272,1,1,0,0,1,0,0,1,0,0,0,0,0,0,0,0,1,0
50000,34000.0,6000.0,6000.0,13000.0,2000.0,3000.0,10000.0,3000.0,3000.0,5000.0,8000.0,1,2793,2560300,9100.0,143.0,582649.0,2417.0,29.660649819494584,8.602888086642599,10.425992779783394,29.660649819494584,29.660649819494584,15.974729241877256,6.025270758122744,3.55956678700361,15.974729241877256,15.974729241877256,0,0,0,0,0,1,1,1,0,120.0,1,1,9.446952595936795,3.2570754716981134,11.085714285714285,1,0,0,1,0,0,0,0,0,1,0,1,1,1,1,1,1,1,0,0,0,0,0,0,1,0,0,0,0,0,1,1,1,3.748663101604278,14.863636363636363,1.0,1,1,0,1,1,0,1,0,1,1,0,0,6.444444444444445,0,5.0,52.80523255813954,0,55.49201277955272,0,1,1,1,1,0,0,1,1,1,0,0,0,0,0,0,1,0
3000,2000.0,500.0,500.0,500.0,500.0,2000.0,500.0,500.0,500.0,500.0,500.0,1,2366,1684000,7600.0,71.0,228284.0,2017.0,29.660649819494584,8.602888086642599,10.425992779783394,29.660649819494584,29.660649819494584,15.974729241877256,6.025270758122744,3.55956678700361,15.974729241877256,15.974729241877256,0,0,0,0,0,1,1,1,0,2048.0,1,1,4.0,4.0,11.085714285714285,1,0,0,1,0,0,0,0,1,0,0,0,0,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,4.0,6.0,3.0,1,1,0,1,1,0,1,1,1,0,0,1,6.444444444444445,0,5.0,19.0,1,19.0,1,1,0,0,1,0,0,1,0,0,0,0,0,0,0,0,1,0
2000,500.0,500.0,2000.0,500.0,500.0,500.0,500.0,500.0,500.0,500.0,500.0,1,2807,2617100,7200.0,66.0,148530.0,2575.0,29.660649819494584,8.602888086642599,10.425992779783394,29.660649819494584,29.660649819494584,15.974729241877256,6.025270758122744,3.55956678700361,15.974729241877256,15.974729241877256,0,0,0,0,0,1,0,1,0,60.0,1,1,9.446952595936795,3.2570754716981134,11.085714285714285,1,1,0,1,0,0,0,1,0,1,0,0,0,1,1,1,1,1,1,1,0,1,0,0,1,0,0,0,0,0,0,1,1,3.748663101604278,14.863636363636363,3.126126126126126,1,1,0,1,1,0,1,1,1,1,0,0,6.444444444444445,0,5.0,6.0,0,55.49201277955272,0,1,0,0,1,0,0,1,0,0,0,0,0,0,0,0,1,0
155000,21000.0,8000.0,6000.0,3000.0,3000.0,3000.0,2000.0,5000.0,5000.0,2000.0,3000.0,1,2628,2397500,8400.0,136.0,1345876.0,1158.0,29.660649819494584,8.602888086642599,10.425992779783394,29.660649819494584,29.660649819494584,15.974729241877256,6.025270758122744,3.55956678700361,15.974729241877256,15.974729241877256,0,0,0,0,0,1,1,1,1,140.0,1,1,2.0,2.0,11.085714285714285,1,0,0,1,0,0,1,0,1,0,1,1,1,1,1,1,1,1,0,0,1,0,0,0,1,0,1,0,0,0,0,1,1,3.748663101604278,14.863636363636363,3.126126126126126,1,1,1,1,1,0,1,1,1,0,0,0,6.444444444444445,0,5.0,10.0,0,10.0,0,1,1,0,1,1,1,1,1,1,1,0,2,0,0,0,1,0
6000,6000.0,3000.0,3000.0,3000.0,3000.0,3000.0,6000.0,3000.0,3000.0,2000.0,2000.0,1,1421,52200,7000.0,64.0,437694.0,1227.0,29.660649819494584,8.602888086642599,10.425992779783394,29.660649819494584,29.660649819494584,15.974729241877256,6.025270758122744,3.55956678700361,15.974729241877256,15.974729241877256,0,0,0,0,0,0,1,1,0,288.0,1,1,4.0,4.0,11.085714285714285,1,0,0,1,0,0,1,0,0,1,0,0,0,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1.0,14.863636363636363,1.0,1,1,0,1,1,0,1,1,1,1,1,1,6.444444444444445,0,5.0,25.0,0,25.0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2000,500.0,500.0,500.0,500.0,500.0,500.0,500.0,500.0,500.0,500.0,500.0,1,2842,2657500,5500.0,10.0,152120.0,2708.0,29.660649819494584,8.602888086642599,10.425992779783394,29.660649819494584,29.660649819494584,15.974729241877256,6.025270758122744,3.55956678700361,15.974729241877256,15.974729241877256,0,0,0,0,0,0,1,1,0,500.0,0,1,9.446952595936795,2.0,11.085714285714285,1,0,0,0,0,0,1,1,0,1,0,0,0,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,3.748663101604278,14.863636363636363,3.126126126126126,1,0,0,1,0,0,1,1,1,0,0,0,6.444444444444445,0,5.0,30.0,0,30.0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2000,500.0,2000.0,500.0,500.0,500.0,500.0,500.0,500.0,500.0,500.0,500.0,0,2842,1463400,5900.0,26.0,438942.60714285716,1377.0,29.660649819494584,8.602888086642599,10.425992779783394,29.660649819494584,29.660649819494584,15.974729241877256,6.025270758122744,3.55956678700361,15.974729241877256,15.974729241877256,0,0,0,0,0,0,1,1,1,1950.0,0,1,9.446952595936795,3.2570754716981134,11.085714285714285,1,0,0,1,0,0,1,1,1,1,0,0,0,1,1,1,1,1,0,0,0,0,0,0,1,0,0,0,0,0,1,1,0,3.748663101604278,14.863636363636363,3.126126126126126,1,0,0,1,1,0,1,1,1,1,1,0,6.444444444444445,0,5.0,52.80523255813954,0,55.49201277955272,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
16000,8000.0,2000.0,2000.0,2000.0,500.0,500.0,500.0,500.0,500.0,2000.0,500.0,1,1876,805400,8100.0,60.0,412632.0,1679.0,29.660649819494584,8.602888086642599,10.425992779783394,29.660649819494584,29.660649819494584,15.974729241877256,6.025270758122744,3.55956678700361,15.974729241877256,15.974729241877256,0,0,0,0,0,1,1,1,0,392.0,1,1,2.0,4.0,11.085714285714285,1,0,0,1,0,0,1,1,1,0,0,0,0,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1.0,14.863636363636363,3.126126126126126,1,1,0,1,1,0,1,0,1,1,0,1,6.444444444444445,0,5.0,18.0,1,18.0,1,1,0,0,1,0,0,1,0,0,0,0,0,0,0,0,1,0
40000,16000.0,5000.0,15000.0,5000.0,3000.0,2000.0,2000.0,2000.0,2000.0,2000.0,2000.0,1,3192,3518300,7900.0,109.0,669770.0,2569.0,29.660649819494584,8.602888086642599,10.425992779783394,29.660649819494584,29.660649819494584,15.974729241877256,6.025270758122744,3.55956678700361,15.974729241877256,15.974729241877256,0,0,0,0,0,1,1,1,0,356.0,1,1,4.0,3.2570754716981134,11.085714285714285,1,0,0,1,0,0,1,1,1,1,1,1,1,1,1,1,1,1,0,0,1,0,0,0,1,0,1,1,1,1,0,1,1,3.748663101604278,14.863636363636363,3.126126126126126,1,1,0,1,1,0,1,0,1,1,0,0,6.444444444444445,0,5.0,52.80523255813954,0,55.49201277955272,1,1,1,0,1,0,0,1,0,1,1,0,0,0,0,0,1,0
5000,2000.0,500.0,500.0,500.0,500.0,500.0,500.0,500.0,500.0,500.0,500.0,1,1857,805400,7800.0,58.0,25120.0,944.0,29.660649819494584,8.602888086642599,10.425992779783394,29.660649819494584,29.660649819494584,15.974729241877256,6.025270758122744,3.55956678700361,15.974729241877256,15.974729241877256,0,0,0,0,0,0,1,1,0,1690.0,1,1,2.0,4.0,11.085714285714285,1,0,0,1,0,0,0,0,1,0,0,0,0,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,15.0,14.863636363636363,3.126126126126126,0,0,0,1,1,0,1,0,0,0,0,0,6.444444444444445,0,5.0,110.0,0,110.0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
18000,8000.0,18000.0,3000.0,5000.0,3000.0,3000.0,3000.0,5000.0,2000.0,2000.0,2000.0,1,2478,1864300,8700.0,74.0,222511.0,2337.0,29.660649819494584,8.602888086642599,10.425992779783394,29.660649819494584,29.660649819494584,15.974729241877256,6.025270758122744,3.55956678700361,15.974729241877256,15.974729241877256,0,0,0,0,0,0,1,1,0,23552.0,1,1,20.0,4.0,11.085714285714285,1,0,0,1,0,0,0,0,1,0,0,0,0,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,3.0,14.863636363636363,3.126126126126126,0,1,0,1,1,0,1,0,0,0,0,0,6.444444444444445,0,5.0,512.0,0,512.0,0,1,1,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0
10000,6000.0,2000.0,2000.0,2000.0,2000.0,500.0,500.0,500.0,2000.0,500.0,500.0,0,3374,2671700,6000.0,31.0,55669.0,3090.0,37.0,15.0,12.0,37.0,37.0,19.0,10.0,5.0,19.0,19.0,0,0,0,0,0,0,1,1,0,10240.0,0,1,16.0,2.0,11.085714285714285,1,0,0,1,0,0,0,0,0,0,0,0,1,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,3.748663101604278,14.863636363636363,3.126126126126126,1,0,0,1,1,0,1,1,1,0,0,0,6.444444444444445,0,5.0,92.0,0,92.0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
23000,8000.0,8000.0,16000.0,2000.0,2000.0,2000.0,2000.0,2000.0,2000.0,2000.0,2000.0,0,2814,1411600,8400.0,93.0,1616915.0,2586.0,29.660649819494584,8.602888086642599,10.425992779783394,29.660649819494584,29.660649819494584,15.974729241877256,6.025270758122744,3.55956678700361,15.974729241877256,15.974729241877256,0,0,0,0,0,0,1,1,0,3174400.0,0,1,8.0,3.2570754716981134,11.085714285714285,1,0,0,1,0,0,0,0,1,1,1,1,1,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,3.748663101604278,14.863636363636363,3.126126126126126,1,1,0,1,1,0,0,0,1,1,0,1,6.444444444444445,0,5.0,72.0,0,72.0,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
13000,6000.0,21000.0,5000.0,10000.0,6000.0,3000.0,3000.0,2000.0,500.0,500.0,500.0,1,2471,1864300,7700.0,48.0,513282.0,2264.0,29.660649819494584,8.602888086642599,10.425992779783394,29.660649819494584,29.660649819494584,15.974729241877256,6.025270758122744,3.55956678700361,15.974729241877256,15.974729241877256,0,0,0,0,0,0,1,1,0,4096.0,1,1,10.0,4.0,11.085714285714285,1,0,0,1,0,0,0,0,1,0,0,0,0,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1.0,14.863636363636363,3.126126126126126,1,1,0,1,1,0,1,0,1,1,0,0,6.444444444444445,0,5.0,54.0,0,54.0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
